"solution","fe_degree","Points:0","Points:1","Points:2"
-2.6186e-07,5,-0.1,0.5,-2.6186e-07
-2.2712e-07,5,-0.05,0.5,-2.2712e-07
0.15451,5,-0.05,0.45,0.15451
0.15643,5,0,0.45,0.15643
-2.2986e-07,5,-0.05,0.5,-2.2986e-07
-1.713e-07,5,0,0.5,-1.713e-07
-9.5535e-08,5,-0.2,0.5,-9.5535e-08
-1.7119e-07,5,-0.15,0.5,-1.7119e-07
-0.12656,5,-0.2,0.55,-0.12656
-0.13938,5,-0.15,0.55,-0.13938
-1.6962e-07,5,-0.15,0.5,-1.6962e-07
-2.6139e-07,5,-0.1,0.5,-2.6139e-07
-0.13938,5,-0.15,0.55,-0.13938
-0.14878,5,-0.1,0.55,-0.14878
-0.12656,5,-0.2,0.55,-0.12656
-0.13938,5,-0.15,0.55,-0.13938
-0.25,5,-0.2,0.6,-0.25
-0.27534,5,-0.15,0.6,-0.27534
-0.13938,5,-0.15,0.55,-0.13938
-0.14878,5,-0.1,0.55,-0.14878
-0.27534,5,-0.15,0.6,-0.27534
-0.29389,5,-0.1,0.6,-0.29389
-2.6092e-07,5,-0.1,0.5,-2.6092e-07
-2.2998e-07,5,-0.05,0.5,-2.2998e-07
-0.14878,5,-0.1,0.55,-0.14878
-0.15451,5,-0.05,0.55,-0.15451
-2.2902e-07,5,-0.05,0.5,-2.2902e-07
-1.7167e-07,5,0,0.5,-1.7167e-07
-0.15451,5,-0.05,0.55,-0.15451
-0.15643,5,0,0.55,-0.15643
-0.14878,5,-0.1,0.55,-0.14878
-0.15451,5,-0.05,0.55,-0.15451
-0.29389,5,-0.1,0.6,-0.29389
-0.30521,5,-0.05,0.6,-0.30521
-0.15451,5,-0.05,0.55,-0.15451
-0.15643,5,0,0.55,-0.15643
-0.30521,5,-0.05,0.6,-0.30521
-0.30902,5,0,0.6,-0.30902
0.30902,5,0,0.4,0.30902
0.30521,5,0.05,0.4,0.30521
0.15643,5,0,0.45,0.15643
0.15451,5,0.05,0.45,0.15451
0.30521,5,0.05,0.4,0.30521
0.29389,5,0.1,0.4,0.29389
0.15451,5,0.05,0.45,0.15451
0.14878,5,0.1,0.45,0.14878
0.15643,5,0,0.45,0.15643
0.15451,5,0.05,0.45,0.15451
-1.7033e-07,5,0,0.5,-1.7033e-07
-2.0446e-07,5,0.05,0.5,-2.0446e-07
0.15451,5,0.05,0.45,0.15451
0.14878,5,0.1,0.45,0.14878
-2.0471e-07,5,0.05,0.5,-2.0471e-07
-2.5317e-07,5,0.1,0.5,-2.5317e-07
0.29389,5,0.1,0.4,0.29389
0.27534,5,0.15,0.4,0.27534
0.14878,5,0.1,0.45,0.14878
0.13938,5,0.15,0.45,0.13938
0.27534,5,0.15,0.4,0.27534
0.25,5,0.2,0.4,0.25
0.13938,5,0.15,0.45,0.13938
0.12656,5,0.2,0.45,0.12656
0.14878,5,0.1,0.45,0.14878
0.13938,5,0.15,0.45,0.13938
-2.5552e-07,5,0.1,0.5,-2.5552e-07
-1.9256e-07,5,0.15,0.5,-1.9256e-07
0.13938,5,0.15,0.45,0.13938
0.12656,5,0.2,0.45,0.12656
-1.9479e-07,5,0.15,0.5,-1.9479e-07
-9.3657e-08,5,0.2,0.5,-9.3657e-08
-1.701e-07,5,0,0.5,-1.701e-07
-2.0629e-07,5,0.05,0.5,-2.0629e-07
-0.15643,5,0,0.55,-0.15643
-0.15451,5,0.05,0.55,-0.15451
-2.0423e-07,5,0.05,0.5,-2.0423e-07
-2.5602e-07,5,0.1,0.5,-2.5602e-07
-0.15451,5,0.05,0.55,-0.15451
-0.14878,5,0.1,0.55,-0.14878
-0.15643,5,0,0.55,-0.15643
-0.15451,5,0.05,0.55,-0.15451
-0.30902,5,0,0.6,-0.30902
-0.30521,5,0.05,0.6,-0.30521
-0.15451,5,0.05,0.55,-0.15451
-0.14878,5,0.1,0.55,-0.14878
-0.30521,5,0.05,0.6,-0.30521
-0.29389,5,0.1,0.6,-0.29389
-2.5516e-07,5,0.1,0.5,-2.5516e-07
-1.9407e-07,5,0.15,0.5,-1.9407e-07
-0.14878,5,0.1,0.55,-0.14878
-0.13938,5,0.15,0.55,-0.13938
-1.925e-07,5,0.15,0.5,-1.925e-07
-9.349e-08,5,0.2,0.5,-9.349e-08
-0.13938,5,0.15,0.55,-0.13938
-0.12656,5,0.2,0.55,-0.12656
-0.14878,5,0.1,0.55,-0.14878
-0.13938,5,0.15,0.55,-0.13938
-0.29389,5,0.1,0.6,-0.29389
-0.27534,5,0.15,0.6,-0.27534
-0.13938,5,0.15,0.55,-0.13938
-0.12656,5,0.2,0.55,-0.12656
-0.27534,5,0.15,0.6,-0.27534
-0.25,5,0.2,0.6,-0.25
0.25,5,0.2,0.4,0.25
0.21851,5,0.25,0.4,0.21851
0.12656,5,0.2,0.45,0.12656
0.11062,5,0.25,0.45,0.11062
0.21851,5,0.25,0.4,0.21851
0.18164,5,0.3,0.4,0.18164
0.11062,5,0.25,0.45,0.11062
0.09195,5,0.3,0.45,0.09195
0.12656,5,0.2,0.45,0.12656
0.11062,5,0.25,0.45,0.11062
-9.1679e-08,5,0.2,0.5,-9.1679e-08
-1.1062e-07,5,0.25,0.5,-1.1062e-07
0.11062,5,0.25,0.45,0.11062
0.09195,5,0.3,0.45,0.09195
-1.104e-07,5,0.25,0.5,-1.1039e-07
-9.2879e-08,5,0.3,0.5,-9.288e-08
0.18164,5,0.3,0.4,0.18164
0.14029,5,0.35,0.4,0.14029
0.09195,5,0.3,0.45,0.09195
0.07102,5,0.35,0.45,0.07102
0.14029,5,0.35,0.4,0.14029
0.095491,5,0.4,0.4,0.095491
0.07102,5,0.35,0.45,0.07102
0.048341,5,0.4,0.45,0.048341
0.09195,5,0.3,0.45,0.09195
0.07102,5,0.35,0.45,0.07102
-9.1208e-08,5,0.3,0.5,-9.1208e-08
-9.3814e-08,5,0.35,0.5,-9.3814e-08
0.07102,5,0.35,0.45,0.07102
0.048341,5,0.4,0.45,0.048341
-9.1444e-08,5,0.35,0.5,-9.1444e-08
-9.1898e-08,5,0.4,0.5,-9.1898e-08
-9.2489e-08,5,0.2,0.5,-9.2489e-08
-1.1163e-07,5,0.25,0.5,-1.1163e-07
-0.12656,5,0.2,0.55,-0.12656
-0.11062,5,0.25,0.55,-0.11062
-1.1102e-07,5,0.25,0.5,-1.1102e-07
-9.304e-08,5,0.3,0.5,-9.304e-08
-0.11062,5,0.25,0.55,-0.11062
-0.09195,5,0.3,0.55,-0.09195
-0.12656,5,0.2,0.55,-0.12656
-0.11062,5,0.25,0.55,-0.11062
-0.25,5,0.2,0.6,-0.25
-0.21851,5,0.25,0.6,-0.21851
-0.11062,5,0.25,0.55,-0.11062
-0.09195,5,0.3,0.55,-0.09195
-0.21851,5,0.25,0.6,-0.21851
-0.18164,5,0.3,0.6,-0.18164
-8.8585e-08,5,0.3,0.5,-8.8585e-08
-9.4044e-08,5,0.35,0.5,-9.4044e-08
-0.09195,5,0.3,0.55,-0.09195
-0.07102,5,0.35,0.55,-0.07102
-9.1833e-08,5,0.35,0.5,-9.1833e-08
-9.085e-08,5,0.4,0.5,-9.085e-08
-0.07102,5,0.35,0.55,-0.07102
-0.048341,5,0.4,0.55,-0.048341
-0.09195,5,0.3,0.55,-0.09195
-0.07102,5,0.35,0.55,-0.07102
-0.18164,5,0.3,0.6,-0.18164
-0.14029,5,0.35,0.6,-0.14029
-0.07102,5,0.35,0.55,-0.07102
-0.048341,5,0.4,0.55,-0.048341
-0.14029,5,0.35,0.6,-0.14029
-0.095492,5,0.4,0.6,-0.095492
0.095491,5,0.4,0.4,0.095491
0.048341,5,0.45,0.4,0.048341
0.048341,5,0.4,0.45,0.048341
0.024472,5,0.45,0.45,0.024472
0.048341,5,0.45,0.4,0.048341
-7.9477e-08,5,0.5,0.4,-7.9477e-08
0.024472,5,0.45,0.45,0.024472
-1.2274e-07,5,0.5,0.45,-1.2274e-07
0.048341,5,0.4,0.45,0.048341
0.024472,5,0.45,0.45,0.024472
-8.8949e-08,5,0.4,0.5,-8.8949e-08
-1.3846e-07,5,0.45,0.5,-1.3845e-07
0.024472,5,0.45,0.45,0.024472
-1.2175e-07,5,0.5,0.45,-1.2175e-07
-1.3737e-07,5,0.45,0.5,-1.3737e-07
-1.4534e-07,5,0.5,0.5,-1.4534e-07
-8.0658e-08,5,0.5,0.4,-8.0658e-08
-0.048341,5,0.55,0.4,-0.048341
-1.2376e-07,5,0.5,0.45,-1.2376e-07
-0.024472,5,0.55,0.45,-0.024472
-0.048341,5,0.55,0.4,-0.048341
-0.095492,5,0.6,0.4,-0.095492
-0.024472,5,0.55,0.45,-0.024472
-0.048341,5,0.6,0.45,-0.048341
-1.2156e-07,5,0.5,0.45,-1.2156e-07
-0.024472,5,0.55,0.45,-0.024472
-1.442e-07,5,0.5,0.5,-1.442e-07
-1.8288e-07,5,0.55,0.5,-1.8287e-07
-0.024472,5,0.55,0.45,-0.024472
-0.048341,5,0.6,0.45,-0.048341
-1.821e-07,5,0.55,0.5,-1.821e-07
-1.8675e-07,5,0.6,0.5,-1.8675e-07
-9.0563e-08,5,0.4,0.5,-9.0563e-08
-1.378e-07,5,0.45,0.5,-1.378e-07
-0.048341,5,0.4,0.55,-0.048341
-0.024472,5,0.45,0.55,-0.024472
-1.3755e-07,5,0.45,0.5,-1.3755e-07
-1.4423e-07,5,0.5,0.5,-1.4423e-07
-0.024472,5,0.45,0.55,-0.024472
-1.8715e-07,5,0.5,0.55,-1.8715e-07
-0.048341,5,0.4,0.55,-0.048341
-0.024472,5,0.45,0.55,-0.024472
-0.095492,5,0.4,0.6,-0.095492
-0.048341,5,0.45,0.6,-0.048341
-0.024472,5,0.45,0.55,-0.024472
-1.8671e-07,5,0.5,0.55,-1.8671e-07
-0.048341,5,0.45,0.6,-0.048341
-2.1122e-07,5,0.5,0.6,-2.1122e-07
-1.4405e-07,5,0.5,0.5,-1.4405e-07
-1.8257e-07,5,0.55,0.5,-1.8257e-07
-1.8819e-07,5,0.5,0.55,-1.8819e-07
0.024472,5,0.55,0.55,0.024472
-1.8117e-07,5,0.55,0.5,-1.8117e-07
-1.8653e-07,5,0.6,0.5,-1.8653e-07
0.024472,5,0.55,0.55,0.024472
0.048341,5,0.6,0.55,0.048341
-1.882e-07,5,0.5,0.55,-1.882e-07
0.024472,5,0.55,0.55,0.024472
-2.0945e-07,5,0.5,0.6,-2.0945e-07
0.048341,5,0.55,0.6,0.048341
0.024472,5,0.55,0.55,0.024472
0.048341,5,0.6,0.55,0.048341
0.048341,5,0.55,0.6,0.048341
0.095491,5,0.6,0.6,0.095491
-0.095492,5,0.6,0.4,-0.095492
-0.14029,5,0.65,0.4,-0.14029
-0.048341,5,0.6,0.45,-0.048341
-0.07102,5,0.65,0.45,-0.07102
-0.14029,5,0.65,0.4,-0.14029
-0.18164,5,0.7,0.4,-0.18164
-0.07102,5,0.65,0.45,-0.07102
-0.09195,5,0.7,0.45,-0.09195
-0.048341,5,0.6,0.45,-0.048341
-0.07102,5,0.65,0.45,-0.07102
-1.8746e-07,5,0.6,0.5,-1.8746e-07
-2.0587e-07,5,0.65,0.5,-2.0587e-07
-0.07102,5,0.65,0.45,-0.07102
-0.09195,5,0.7,0.45,-0.09195
-2.0708e-07,5,0.65,0.5,-2.0708e-07
-2.0012e-07,5,0.7,0.5,-2.0012e-07
-0.18164,5,0.7,0.4,-0.18164
-0.21851,5,0.75,0.4,-0.21851
-0.09195,5,0.7,0.45,-0.09195
-0.11062,5,0.75,0.45,-0.11062
-0.21851,5,0.75,0.4,-0.21851
-0.25,5,0.8,0.4,-0.25
-0.11062,5,0.75,0.45,-0.11062
-0.12656,5,0.8,0.45,-0.12656
-0.09195,5,0.7,0.45,-0.09195
-0.11062,5,0.75,0.45,-0.11062
-2.0189e-07,5,0.7,0.5,-2.0189e-07
-1.7598e-07,5,0.75,0.5,-1.7598e-07
-0.11062,5,0.75,0.45,-0.11062
-0.12656,5,0.8,0.45,-0.12656
-1.7572e-07,5,0.75,0.5,-1.7572e-07
-1.4916e-07,5,0.8,0.5,-1.4916e-07
-1.8539e-07,5,0.6,0.5,-1.8539e-07
-2.0735e-07,5,0.65,0.5,-2.0735e-07
0.048341,5,0.6,0.55,0.048341
0.07102,5,0.65,0.55,0.07102
-2.0561e-07,5,0.65,0.5,-2.0561e-07
-2.0232e-07,5,0.7,0.5,-2.0232e-07
0.07102,5,0.65,0.55,0.07102
0.09195,5,0.7,0.55,0.09195
0.048341,5,0.6,0.55,0.048341
0.07102,5,0.65,0.55,0.07102
0.095491,5,0.6,0.6,0.095491
0.14029,5,0.65,0.6,0.14029
0.07102,5,0.65,0.55,0.07102
0.09195,5,0.7,0.55,0.09195
0.14029,5,0.65,0.6,0.14029
0.18163,5,0.7,0.6,0.18164
-2.007e-07,5,0.7,0.5,-2.0069e-07
-1.7654e-07,5,0.75,0.5,-1.7655e-07
0.09195,5,0.7,0.55,0.09195
0.11062,5,0.75,0.55,0.11062
-1.7474e-07,5,0.75,0.5,-1.7474e-07
-1.5014e-07,5,0.8,0.5,-1.5014e-07
0.11062,5,0.75,0.55,0.11062
0.12656,5,0.8,0.55,0.12656
0.09195,5,0.7,0.55,0.09195
0.11062,5,0.75,0.55,0.11062
0.18163,5,0.7,0.6,0.18164
0.21851,5,0.75,0.6,0.21851
0.11062,5,0.75,0.55,0.11062
0.12656,5,0.8,0.55,0.12656
0.21851,5,0.75,0.6,0.21851
0.25,5,0.8,0.6,0.25
-0.25,5,0.8,0.4,-0.25
-0.27533,5,0.85,0.4,-0.27533
-0.12656,5,0.8,0.45,-0.12656
-0.13938,5,0.85,0.45,-0.13938
-0.27534,5,0.85,0.4,-0.27534
-0.29376,5,0.9,0.4,-0.29376
-0.13939,5,0.85,0.45,-0.13939
-0.14871,5,0.9,0.45,-0.14871
-0.12656,5,0.8,0.45,-0.12656
-0.13938,5,0.85,0.45,-0.13938
-1.491e-07,5,0.8,0.5,-1.491e-07
-1.2758e-07,5,0.85,0.5,-1.2758e-07
-0.13939,5,0.85,0.45,-0.13939
-0.14871,5,0.9,0.45,-0.14871
-1.279e-07,5,0.85,0.5,-1.279e-07
-8.7353e-08,5,0.9,0.5,-8.7353e-08
-0.29403,5,0.9,0.4,-0.29403
-0.30007,5,0.95,0.4,-0.30007
-0.14885,5,0.9,0.45,-0.14885
-0.1519,5,0.95,0.45,-0.1519
-0.31036,5,0.95,0.4,-0.31036
-0.11358,5,1,0.4,-0.11358
-0.15711,5,0.95,0.45,-0.15711
-0.057498,5,1,0.45,-0.057498
-0.14885,5,0.9,0.45,-0.14885
-0.1519,5,0.95,0.45,-0.1519
-8.7342e-08,5,0.9,0.5,-8.7342e-08
-4.3897e-08,5,0.95,0.5,-4.3897e-08
-0.15711,5,0.95,0.45,-0.15711
-0.057498,5,1,0.45,-0.057498
-4.4993e-08,5,0.95,0.5,-4.4993e-08
7.0691e-10,5,1,0.5,7.0691e-10
-1.4964e-07,5,0.8,0.5,-1.4964e-07
-1.2647e-07,5,0.85,0.5,-1.2647e-07
0.12656,5,0.8,0.55,0.12656
0.13938,5,0.85,0.55,0.13938
-1.2878e-07,5,0.85,0.5,-1.2878e-07
-8.48e-08,5,0.9,0.5,-8.48e-08
0.13939,5,0.85,0.55,0.13939
0.14871,5,0.9,0.55,0.14871
0.12656,5,0.8,0.55,0.12656
0.13938,5,0.85,0.55,0.13938
0.25,5,0.8,0.6,0.25
0.27533,5,0.85,0.6,0.27533
0.13939,5,0.85,0.55,0.13939
0.14871,5,0.9,0.55,0.14871
0.27534,5,0.85,0.6,0.27534
0.29376,5,0.9,0.6,0.29376
-8.6864e-08,5,0.9,0.5,-8.6864e-08
-4.3524e-08,5,0.95,0.5,-4.3524e-08
0.14885,5,0.9,0.55,0.14885
0.1519,5,0.95,0.55,0.1519
-4.5778e-08,5,0.95,0.5,-4.5778e-08
5.082e-09,5,1,0.5,5.082e-09
0.15711,5,0.95,0.55,0.15711
0.057498,5,1,0.55,0.057498
0.14885,5,0.9,0.55,0.14885
0.1519,5,0.95,0.55,0.1519
0.29403,5,0.9,0.6,0.29403
0.30007,5,0.95,0.6,0.30007
0.15711,5,0.95,0.55,0.15711
0.057498,5,1,0.55,0.057498
0.31036,5,0.95,0.6,0.31036
0.11358,5,1,0.6,0.11358
0.11358,5,-1,0.6,0.11358
0.31036,5,-0.95,0.6,0.31036
0.16687,5,-1,0.65,0.16687
0.45596,5,-0.95,0.65,0.45596
0.30007,5,-0.95,0.6,0.30007
0.29403,5,-0.9,0.6,0.29403
0.44084,5,-0.95,0.65,0.44084
0.43197,5,-0.9,0.65,0.43197
0.16687,5,-1,0.65,0.16687
0.45596,5,-0.95,0.65,0.45596
0.21604,5,-1,0.7,0.21604
0.59034,5,-0.95,0.7,0.59034
0.44084,5,-0.95,0.65,0.44084
0.43197,5,-0.9,0.65,0.43197
0.57076,5,-0.95,0.7,0.57076
0.55927,5,-0.9,0.7,0.55927
0.29376,5,-0.9,0.6,0.29376
0.27534,5,-0.85,0.6,0.27534
0.43157,5,-0.9,0.65,0.43157
0.40451,5,-0.85,0.65,0.40451
0.27533,5,-0.85,0.6,0.27533
0.25,5,-0.8,0.6,0.25
0.4045,5,-0.85,0.65,0.4045
0.36729,5,-0.8,0.65,0.36729
0.43157,5,-0.9,0.65,0.43157
0.40451,5,-0.85,0.65,0.40451
0.55876,5,-0.9,0.7,0.55876
0.52373,5,-0.85,0.7,0.52373
0.4045,5,-0.85,0.65,0.4045
0.36729,5,-0.8,0.65,0.36729
0.52371,5,-0.85,0.7,0.52371
0.47553,5,-0.8,0.7,0.47553
0.21604,5,-1,0.7,0.21604
0.59034,5,-0.95,0.7,0.59034
0.2599,5,-1,0.75,0.2599
0.71018,5,-0.95,0.75,0.71018
0.57076,5,-0.95,0.7,0.57076
0.55927,5,-0.9,0.7,0.55927
0.68662,5,-0.95,0.75,0.68662
0.67281,5,-0.9,0.75,0.67281
0.2599,5,-1,0.75,0.2599
0.71018,5,-0.95,0.75,0.71018
0.29736,5,-1,0.8,0.29736
0.81253,5,-0.95,0.8,0.81253
0.68662,5,-0.95,0.75,0.68662
0.67281,5,-0.9,0.75,0.67281
0.78558,5,-0.95,0.8,0.78558
0.76977,5,-0.9,0.8,0.76977
0.55876,5,-0.9,0.7,0.55876
0.52373,5,-0.85,0.7,0.52373
0.67219,5,-0.9,0.75,0.67219
0.63004,5,-0.85,0.75,0.63004
0.52371,5,-0.85,0.7,0.52371
0.47553,5,-0.8,0.7,0.47553
0.63003,5,-0.85,0.75,0.63003
0.57206,5,-0.8,0.75,0.57206
0.67219,5,-0.9,0.75,0.67219
0.63004,5,-0.85,0.75,0.63004
0.76907,5,-0.9,0.8,0.76907
0.72085,5,-0.85,0.8,0.72085
0.63003,5,-0.85,0.75,0.63003
0.57206,5,-0.8,0.75,0.57206
0.72083,5,-0.85,0.8,0.72083
0.65451,5,-0.8,0.8,0.65451
0.25,5,-0.8,0.6,0.25
0.21851,5,-0.75,0.6,0.21851
0.36729,5,-0.8,0.65,0.36729
0.32102,5,-0.75,0.65,0.32102
0.21851,5,-0.75,0.6,0.21851
0.18164,5,-0.7,0.6,0.18164
0.32102,5,-0.75,0.65,0.32102
0.26685,5,-0.7,0.65,0.26685
0.36729,5,-0.8,0.65,0.36729
0.32102,5,-0.75,0.65,0.32102
0.47553,5,-0.8,0.7,0.47553
0.41563,5,-0.75,0.7,0.41563
0.32102,5,-0.75,0.65,0.32102
0.26685,5,-0.7,0.65,0.26685
0.41563,5,-0.75,0.7,0.41563
0.34549,5,-0.7,0.7,0.34549
0.18164,5,-0.7,0.6,0.18164
0.14029,5,-0.65,0.6,0.14029
0.26685,5,-0.7,0.65,0.26685
0.20611,5,-0.65,0.65,0.20611
0.14029,5,-0.65,0.6,0.14029
0.095492,5,-0.6,0.6,0.095491
0.20611,5,-0.65,0.65,0.20611
0.14029,5,-0.6,0.65,0.14029
0.26685,5,-0.7,0.65,0.26685
0.20611,5,-0.65,0.65,0.20611
0.34549,5,-0.7,0.7,0.34549
0.26685,5,-0.65,0.7,0.26685
0.20611,5,-0.65,0.65,0.20611
0.14029,5,-0.6,0.65,0.14029
0.26685,5,-0.65,0.7,0.26685
0.18164,5,-0.6,0.7,0.18164
0.47553,5,-0.8,0.7,0.47553
0.41563,5,-0.75,0.7,0.41563
0.57206,5,-0.8,0.75,0.57206
0.5,5,-0.75,0.75,0.5
0.41563,5,-0.75,0.7,0.41563
0.34549,5,-0.7,0.7,0.34549
0.5,5,-0.75,0.75,0.5
0.41563,5,-0.7,0.75,0.41563
0.57206,5,-0.8,0.75,0.57206
0.5,5,-0.75,0.75,0.5
0.65451,5,-0.8,0.8,0.65451
0.57206,5,-0.75,0.8,0.57206
0.5,5,-0.75,0.75,0.5
0.41563,5,-0.7,0.75,0.41563
0.57206,5,-0.75,0.8,0.57206
0.47553,5,-0.7,0.8,0.47553
0.34549,5,-0.7,0.7,0.34549
0.26685,5,-0.65,0.7,0.26685
0.41563,5,-0.7,0.75,0.41563
0.32102,5,-0.65,0.75,0.32102
0.26685,5,-0.65,0.7,0.26685
0.18164,5,-0.6,0.7,0.18164
0.32102,5,-0.65,0.75,0.32102
0.21851,5,-0.6,0.75,0.21851
0.41563,5,-0.7,0.75,0.41563
0.32102,5,-0.65,0.75,0.32102
0.47553,5,-0.7,0.8,0.47553
0.36729,5,-0.65,0.8,0.36729
0.32102,5,-0.65,0.75,0.32102
0.21851,5,-0.6,0.75,0.21851
0.36729,5,-0.65,0.8,0.36729
0.25,5,-0.6,0.8,0.25
0.095492,5,-0.6,0.6,0.095491
0.048341,5,-0.55,0.6,0.048341
0.14029,5,-0.6,0.65,0.14029
0.07102,5,-0.55,0.65,0.07102
0.048341,5,-0.55,0.6,0.048341
1.8665e-08,5,-0.5,0.6,1.8665e-08
0.07102,5,-0.55,0.65,0.07102
3.8539e-08,5,-0.5,0.65,3.8539e-08
0.14029,5,-0.6,0.65,0.14029
0.07102,5,-0.55,0.65,0.07102
0.18164,5,-0.6,0.7,0.18164
0.09195,5,-0.55,0.7,0.09195
0.07102,5,-0.55,0.65,0.07102
3.8526e-08,5,-0.5,0.65,3.8526e-08
0.09195,5,-0.55,0.7,0.09195
9.0674e-08,5,-0.5,0.7,9.0674e-08
1.6895e-08,5,-0.5,0.6,1.6895e-08
-0.048341,5,-0.45,0.6,-0.048341
3.9727e-08,5,-0.5,0.65,3.9727e-08
-0.07102,5,-0.45,0.65,-0.07102
-0.048341,5,-0.45,0.6,-0.048341
-0.095492,5,-0.4,0.6,-0.095491
-0.07102,5,-0.45,0.65,-0.07102
-0.14029,5,-0.4,0.65,-0.14029
3.9533e-08,5,-0.5,0.65,3.9533e-08
-0.07102,5,-0.45,0.65,-0.07102
9.0834e-08,5,-0.5,0.7,9.0834e-08
-0.09195,5,-0.45,0.7,-0.09195
-0.07102,5,-0.45,0.65,-0.07102
-0.14029,5,-0.4,0.65,-0.14029
-0.09195,5,-0.45,0.7,-0.09195
-0.18164,5,-0.4,0.7,-0.18164
0.18164,5,-0.6,0.7,0.18164
0.09195,5,-0.55,0.7,0.09195
0.21851,5,-0.6,0.75,0.21851
0.11062,5,-0.55,0.75,0.11062
0.09195,5,-0.55,0.7,0.09195
9.0963e-08,5,-0.5,0.7,9.0963e-08
0.11062,5,-0.55,0.75,0.11062
1.2484e-07,5,-0.5,0.75,1.2484e-07
0.21851,5,-0.6,0.75,0.21851
0.11062,5,-0.55,0.75,0.11062
0.25,5,-0.6,0.8,0.25
0.12656,5,-0.55,0.8,0.12656
0.11062,5,-0.55,0.75,0.11062
1.2487e-07,5,-0.5,0.75,1.2487e-07
0.12656,5,-0.55,0.8,0.12656
1.3069e-07,5,-0.5,0.8,1.3069e-07
9.185e-08,5,-0.5,0.7,9.185e-08
-0.09195,5,-0.45,0.7,-0.09195
1.252e-07,5,-0.5,0.75,1.252e-07
-0.11062,5,-0.45,0.75,-0.11062
-0.09195,5,-0.45,0.7,-0.09195
-0.18164,5,-0.4,0.7,-0.18164
-0.11062,5,-0.45,0.75,-0.11062
-0.21851,5,-0.4,0.75,-0.21851
1.2679e-07,5,-0.5,0.75,1.2679e-07
-0.11062,5,-0.45,0.75,-0.11062
1.3099e-07,5,-0.5,0.8,1.3099e-07
-0.12656,5,-0.45,0.8,-0.12656
-0.11062,5,-0.45,0.75,-0.11062
-0.21851,5,-0.4,0.75,-0.21851
-0.12656,5,-0.45,0.8,-0.12656
-0.25,5,-0.4,0.8,-0.25
-0.095492,5,-0.4,0.6,-0.095491
-0.14029,5,-0.35,0.6,-0.14029
-0.14029,5,-0.4,0.65,-0.14029
-0.20611,5,-0.35,0.65,-0.20611
-0.14029,5,-0.35,0.6,-0.14029
-0.18164,5,-0.3,0.6,-0.18164
-0.20611,5,-0.35,0.65,-0.20611
-0.26685,5,-0.3,0.65,-0.26685
-0.14029,5,-0.4,0.65,-0.14029
-0.20611,5,-0.35,0.65,-0.20611
-0.18164,5,-0.4,0.7,-0.18164
-0.26685,5,-0.35,0.7,-0.26685
-0.20611,5,-0.35,0.65,-0.20611
-0.26685,5,-0.3,0.65,-0.26685
-0.26685,5,-0.35,0.7,-0.26685
-0.34549,5,-0.3,0.7,-0.34549
-0.18164,5,-0.3,0.6,-0.18164
-0.21851,5,-0.25,0.6,-0.21851
-0.26685,5,-0.3,0.65,-0.26685
-0.32102,5,-0.25,0.65,-0.32102
-0.21851,5,-0.25,0.6,-0.21851
-0.25,5,-0.2,0.6,-0.25
-0.32102,5,-0.25,0.65,-0.32102
-0.36729,5,-0.2,0.65,-0.36729
-0.26685,5,-0.3,0.65,-0.26685
-0.32102,5,-0.25,0.65,-0.32102
-0.34549,5,-0.3,0.7,-0.34549
-0.41563,5,-0.25,0.7,-0.41563
-0.32102,5,-0.25,0.65,-0.32102
-0.36729,5,-0.2,0.65,-0.36729
-0.41563,5,-0.25,0.7,-0.41563
-0.47553,5,-0.2,0.7,-0.47553
-0.18164,5,-0.4,0.7,-0.18164
-0.26685,5,-0.35,0.7,-0.26685
-0.21851,5,-0.4,0.75,-0.21851
-0.32102,5,-0.35,0.75,-0.32102
-0.26685,5,-0.35,0.7,-0.26685
-0.34549,5,-0.3,0.7,-0.34549
-0.32102,5,-0.35,0.75,-0.32102
-0.41563,5,-0.3,0.75,-0.41563
-0.21851,5,-0.4,0.75,-0.21851
-0.32102,5,-0.35,0.75,-0.32102
-0.25,5,-0.4,0.8,-0.25
-0.36729,5,-0.35,0.8,-0.36729
-0.32102,5,-0.35,0.75,-0.32102
-0.41563,5,-0.3,0.75,-0.41563
-0.36729,5,-0.35,0.8,-0.36729
-0.47553,5,-0.3,0.8,-0.47553
-0.34549,5,-0.3,0.7,-0.34549
-0.41563,5,-0.25,0.7,-0.41563
-0.41563,5,-0.3,0.75,-0.41563
-0.5,5,-0.25,0.75,-0.5
-0.41563,5,-0.25,0.7,-0.41563
-0.47553,5,-0.2,0.7,-0.47553
-0.5,5,-0.25,0.75,-0.5
-0.57206,5,-0.2,0.75,-0.57206
-0.41563,5,-0.3,0.75,-0.41563
-0.5,5,-0.25,0.75,-0.5
-0.47553,5,-0.3,0.8,-0.47553
-0.57206,5,-0.25,0.8,-0.57206
-0.5,5,-0.25,0.75,-0.5
-0.57206,5,-0.2,0.75,-0.57206
-0.57206,5,-0.25,0.8,-0.57206
-0.65451,5,-0.2,0.8,-0.65451
-0.25,5,-0.2,0.6,-0.25
-0.27534,5,-0.15,0.6,-0.27534
-0.36729,5,-0.2,0.65,-0.36729
-0.40451,5,-0.15,0.65,-0.40451
-0.27534,5,-0.15,0.6,-0.27534
-0.29389,5,-0.1,0.6,-0.29389
-0.40451,5,-0.15,0.65,-0.40451
